字詞號,字詞名,注音一式,漢語拼音,多音參見訊息
4037000061,線裝書,ㄒㄧㄢˋ　ㄓㄨㄤ　ㄕㄨ,xiàn zhuāng shū,
4037000062,線上即時交談系統,ㄒㄧㄢˋ　ㄕㄤˋ　ㄐㄧˊ　ㄕˊ　ㄐㄧㄠ　ㄊㄢˊ　ㄒㄧˋ　ㄊㄨㄥˇ,xiàn shàng jí shí jiāo tán xì tǒng,
403700007,線人,ㄒㄧㄢˋ　ㄖㄣˊ,xiàn rén,
403700008,線索,ㄒㄧㄢˋ　ㄙㄨㄛˇ,xiàn suǒ,
4038,憲,ㄒㄧㄢˋ,xiàn,
403800001,憲兵,ㄒㄧㄢˋ　ㄅㄧㄥ,xiàn bīng,
403800002,憲法,ㄒㄧㄢˋ　ㄈㄚˇ,xiàn fǎ,
403800003,憲章,ㄒㄧㄢˋ　ㄓㄤ,xiàn zhāng,
403800004,憲政,ㄒㄧㄢˋ　ㄓㄥˋ,xiàn zhèng,
4039,縣,ㄒㄧㄢˋ,xiàn,
403900001,縣民,ㄒㄧㄢˋ　ㄇㄧㄣˊ,xiàn mín,
403900002,縣府,ㄒㄧㄢˋ　ㄈㄨˇ,xiàn fǔ,
403900003,縣太爺,ㄒㄧㄢˋ　ㄊㄞˋ　ㄧㄝˊ,xiàn tài yé,
403900004,縣立,ㄒㄧㄢˋ　ㄌㄧˋ,xiàn lì,
403900005,縣令,ㄒㄧㄢˋ　ㄌㄧㄥˋ,xiàn lìng,
403900006,縣界,ㄒㄧㄢˋ　ㄐㄧㄝˋ,xiàn jiè,
403900007,縣境,ㄒㄧㄢˋ　ㄐㄧㄥˋ,xiàn jìng,
403900008,縣轄市,ㄒㄧㄢˋ　ㄒㄧㄚˊ　ㄕˋ,xiàn xiá shì,
403900009,縣治,ㄒㄧㄢˋ　ㄓˋ,xiàn zhì,
403900010,縣長,ㄒㄧㄢˋ　ㄓㄤˇ,xiàn zhǎng,
403900011,縣政府,ㄒㄧㄢˋ　ㄓㄥˋ　ㄈㄨˇ,xiàn zhèng fǔ,
403900012,縣城,ㄒㄧㄢˋ　ㄔㄥˊ,xiàn chéng,
403900013,縣議會,ㄒㄧㄢˋ　ㄧˋ　ㄏㄨㄟˋ,xiàn yì huì,
403900014,縣議員,ㄒㄧㄢˋ　ㄧˋ　ㄩㄢˊ,xiàn yì yuán,
4040,霰,ㄒㄧㄢˋ,xiàn,
404000001,霰彈,ㄒㄧㄢˋ　ㄉㄢˋ,xiàn dàn,
4041,獻,ㄒㄧㄢˋ,xiàn,
404100001,獻寶,ㄒㄧㄢˋ　ㄅㄠˇ,xiàn bǎo,
404100002,獻媚,ㄒㄧㄢˋ　ㄇㄟˋ,xiàn mèi,
404100003,獻花,ㄒㄧㄢˋ　ㄏㄨㄚ,xiàn huā,
404100004,獻技,ㄒㄧㄢˋ　ㄐㄧˋ,xiàn jì,
404100005,獻計,ㄒㄧㄢˋ　ㄐㄧˋ,xiàn jì,
404100006,獻金,ㄒㄧㄢˋ　ㄐㄧㄣ,xiàn jīn,
4041000061,獻醜,ㄒㄧㄢˋ　ㄔㄡˇ,xiàn chǒu,
404100007,獻身,ㄒㄧㄢˋ　ㄕㄣ,xiàn shēn,
404100008,獻策,ㄒㄧㄢˋ　ㄘㄜˋ,xiàn cè,
404100009,獻藝,ㄒㄧㄢˋ　ㄧˋ,xiàn yì,
404100010,獻殷勤,ㄒㄧㄢˋ　ㄧㄣ　ㄑㄧㄣˊ,xiàn yīn qín,
4042,心,ㄒㄧㄣ,xīn,
404200001,心病,ㄒㄧㄣ　ㄅㄧㄥˋ,xīn bìng,
404200002,心不在焉,ㄒㄧㄣ　ㄅㄨˋ　ㄗㄞˋ　ㄧㄢ　（變）ㄒㄧㄣ　ㄅㄨˊ　ㄗㄞˋ　ㄧㄢ,xīn bù zài yān　（變）xīn bú zài yān,
404200003,心平氣和,ㄒㄧㄣ　ㄆㄧㄥˊ　ㄑㄧˋ　ㄏㄜˊ,xīn píng qì hé,
404200004,心滿意足,ㄒㄧㄣ　ㄇㄢˇ　ㄧˋ　ㄗㄨˊ,xīn mǎn yì zú,
404200005,心目,ㄒㄧㄣ　ㄇㄨˋ,xīn mù,
404200006,心法,ㄒㄧㄣ　ㄈㄚˇ,xīn fǎ,
404200007,心扉,ㄒㄧㄣ　ㄈㄟ,xīn fēi,
4042000071,心肺復甦術,ㄒㄧㄣ　ㄈㄟˋ　ㄈㄨˋ　ㄙㄨ　ㄕㄨˋ,xīn fèi fù sū shù,
404200008,心煩,ㄒㄧㄣ　ㄈㄢˊ,xīn fán,
404200009,心煩意亂,ㄒㄧㄣ　ㄈㄢˊ　ㄧˋ　ㄌㄨㄢˋ,xīn fán yì luàn,
404200010,心房,ㄒㄧㄣ　ㄈㄤˊ,xīn fáng,
404200011,心服,ㄒㄧㄣ　ㄈㄨˊ,xīn fú,
404200012,心服口服,ㄒㄧㄣ　ㄈㄨˊ　ㄎㄡˇ　ㄈㄨˊ,xīn fú kǒu fú,
404200013,心浮氣躁,ㄒㄧㄣ　ㄈㄨˊ　ㄑㄧˋ　ㄗㄠˋ,xīn fú qì zào,
404200014,心腹,ㄒㄧㄣ　ㄈㄨˋ,xīn fù,
4042000141,心腹之患,ㄒㄧㄣ　ㄈㄨˋ　ㄓ　ㄏㄨㄢˋ,xīn fù zhī huàn,
404200015,心得,ㄒㄧㄣ　ㄉㄜˊ,xīn dé,
404200016,心地,ㄒㄧㄣ　ㄉㄧˋ,xīn dì,
404200017,心電圖,ㄒㄧㄣ　ㄉㄧㄢˋ　ㄊㄨˊ,xīn diàn tú,
404200018,心電感應,ㄒㄧㄣ　ㄉㄧㄢˋ　ㄍㄢˇ　ㄧㄥˋ,xīn diàn gǎn yìng,
404200019,心動,ㄒㄧㄣ　ㄉㄨㄥˋ,xīn dòng,
404200020,心態,ㄒㄧㄣ　ㄊㄞˋ,xīn tài,
404200021,心頭,ㄒㄧㄣ　ㄊㄡˊ,xīn tóu,
404200022,心疼,ㄒㄧㄣ　ㄊㄥˊ,xīn téng,
404200023,心跳,ㄒㄧㄣ　ㄊㄧㄠˋ,xīn tiào,
404200024,心田,ㄒㄧㄣ　ㄊㄧㄢˊ,xīn tián,
404200025,心痛,ㄒㄧㄣ　ㄊㄨㄥˋ,xīn tòng,
404200026,心念,ㄒㄧㄣ　ㄋㄧㄢˋ,xīn niàn,
4042000261,心勞力絀,ㄒㄧㄣ　ㄌㄠˊ　ㄌㄧˋ　ㄔㄨˋ,xīn láo lì chù,
404200027,心理,ㄒㄧㄣ　ㄌㄧˇ,xīn lǐ,
404200028,心理學,ㄒㄧㄣ　ㄌㄧˇ　ㄒㄩㄝˊ,xīn lǐ xué,
404200029,心理治療,ㄒㄧㄣ　ㄌㄧˇ　ㄓˋ　ㄌㄧㄠˊ,xīn lǐ zhì liáo,
404200031,心力,ㄒㄧㄣ　ㄌㄧˋ,xīn lì,
404200032,心力交瘁,ㄒㄧㄣ　ㄌㄧˋ　ㄐㄧㄠ　ㄘㄨㄟˋ,xīn lì jiāo cuì,
4042000321,心裡有數,ㄒㄧㄣ　ㄌㄧˇ　ㄧㄡˇ　ㄕㄨˋ,xīn lǐ yǒu shù,
404200033,心靈,ㄒㄧㄣ　ㄌㄧㄥˊ,xīn líng,
404200035,心領,ㄒㄧㄣ　ㄌㄧㄥˇ,xīn lǐng,
404200036,心路歷程,ㄒㄧㄣ　ㄌㄨˋ　ㄌㄧˋ　ㄔㄥˊ,xīn lù lì chéng,
4042000361,心亂如麻,ㄒㄧㄣ　ㄌㄨㄢˋ　ㄖㄨˊ　ㄇㄚˊ,xīn luàn rú má,
404200037,心律不整,ㄒㄧㄣ　ㄌㄩˋ　ㄅㄨˋ　ㄓㄥˇ,xīn lǜ bù zhěng,
4042000371,心高氣傲,ㄒㄧㄣ　ㄍㄠ　ㄑㄧˋ　ㄠˋ,xīn gāo qì ào,
404200038,心甘情願,ㄒㄧㄣ　ㄍㄢ　ㄑㄧㄥˊ　ㄩㄢˋ,xīn gān qíng yuàn,
404200039,心肝,ㄒㄧㄣ　ㄍㄢ,xīn gān,
404200040,心肝寶貝,ㄒㄧㄣ　ㄍㄢ　ㄅㄠˇ　ㄅㄟˋ,xīn gān bǎo bèi,
404200041,心廣體胖,ㄒㄧㄣ　ㄍㄨㄤˇ　ㄊㄧˇ　ㄆㄢˊ,xīn guǎng tǐ pán,
404200042,心坎,ㄒㄧㄣ　ㄎㄢˇ,xīn kǎn,
404200043,心曠神怡,ㄒㄧㄣ　ㄎㄨㄤˋ　ㄕㄣˊ　ㄧˊ,xīn kuàng shén yí,
404200044,心寒,ㄒㄧㄣ　ㄏㄢˊ,xīn hán,
404200045,心狠手辣,ㄒㄧㄣ　ㄏㄣˇ　ㄕㄡˇ　ㄌㄚˋ,xīn hěn shǒu là,
404200046,心花怒放,ㄒㄧㄣ　ㄏㄨㄚ　ㄋㄨˋ　ㄈㄤˋ,xīn huā nù fàng,
404200047,心懷不軌,ㄒㄧㄣ　ㄏㄨㄞˊ　ㄅㄨˋ　ㄍㄨㄟˇ,xīn huái bù guǐ,
4042000471,心懷鬼胎,ㄒㄧㄣ　ㄏㄨㄞˊ　ㄍㄨㄟˇ　ㄊㄞ,xīn huái guǐ tāi,
404200048,心灰意冷,ㄒㄧㄣ　ㄏㄨㄟ　ㄧˋ　ㄌㄥˇ,xīn huī yì lěng,
404200049,心慌,ㄒㄧㄣ　ㄏㄨㄤ,xīn huāng,
404200050,心慌意亂,ㄒㄧㄣ　ㄏㄨㄤ　ㄧˋ　ㄌㄨㄢˋ,xīn huāng yì luàn,
404200051,心肌梗塞,ㄒㄧㄣ　ㄐㄧ　ㄍㄥˇ　ㄙㄜˋ,xīn jī gěng sè,
404200052,心跡,ㄒㄧㄣ　ㄐㄧ,xīn jī,
404200053,心機,ㄒㄧㄣ　ㄐㄧ,xīn jī,
404200054,心急,ㄒㄧㄣ　ㄐㄧˊ,xīn jí,
404200055,心悸,ㄒㄧㄣ　ㄐㄧˋ,xīn jì,
404200056,心結,ㄒㄧㄣ　ㄐㄧㄝˊ,xīn jié,
404200057,心焦,ㄒㄧㄣ　ㄐㄧㄠ,xīn jiāo,
4042000571,心絞痛,ㄒㄧㄣ　ㄐㄧㄠˇ　ㄊㄨㄥˋ,xīn jiǎo tòng,
404200058,心驚膽跳,ㄒㄧㄣ　ㄐㄧㄥ　ㄉㄢˇ　ㄊㄧㄠˋ,xīn jīng dǎn tiào,
4042000581,心驚膽戰,ㄒㄧㄣ　ㄐㄧㄥ　ㄉㄢˇ　ㄓㄢˋ,xīn jīng dǎn zhàn,
404200059,心驚肉跳,ㄒㄧㄣ　ㄐㄧㄥ　ㄖㄡˋ　ㄊㄧㄠˋ,xīn jīng ròu tiào,
404200060,心境,ㄒㄧㄣ　ㄐㄧㄥˋ,xīn jìng,
404200061,心鏡,ㄒㄧㄣ　ㄐㄧㄥˋ,xīn jìng,
404200062,心切,ㄒㄧㄣ　ㄑㄧㄝˋ,xīn qiè,
404200063,心情,ㄒㄧㄣ　ㄑㄧㄥˊ,xīn qíng,
404200064,心曲,ㄒㄧㄣ　ㄑㄩ,xīn qū,
404200065,心細,ㄒㄧㄣ　ㄒㄧˋ,xīn xì,
404200066,心血,ㄒㄧㄣ　ㄒㄧㄝˇ,xīn xiě,
404200067,心血來潮,ㄒㄧㄣ　ㄒㄧㄝˇ　ㄌㄞˊ　ㄔㄠˊ,xīn xiě lái cháo,
404200068,心弦,ㄒㄧㄣ　ㄒㄧㄢˊ,xīn xián,
404200069,心心相印,ㄒㄧㄣ　ㄒㄧㄣ　ㄒㄧㄤ　ㄧㄣˋ,xīn xīn xiāng yìn,
404200071,心想事成,ㄒㄧㄣ　ㄒㄧㄤˇ　ㄕˋ　ㄔㄥˊ,xīn xiǎng shì chéng,
404200072,心性,ㄒㄧㄣ　ㄒㄧㄥˋ,xīn xìng,
404200073,心虛,ㄒㄧㄣ　ㄒㄩ,xīn xū,
404200074,心緒,ㄒㄧㄣ　ㄒㄩˋ,xīn xù,
404200075,心胸,ㄒㄧㄣ　ㄒㄩㄥ,xīn xiōng,
404200076,心知肚明,ㄒㄧㄣ　ㄓ　ㄉㄨˋ　ㄇㄧㄥˊ,xīn zhī dù míng,
404200077,心直口快,ㄒㄧㄣ　ㄓˊ　ㄎㄡˇ　ㄎㄨㄞˋ,xīn zhí kǒu kuài,
404200078,心志,ㄒㄧㄣ　ㄓˋ,xīn zhì,
404200079,心智,ㄒㄧㄣ　ㄓˋ,xīn zhì,
404200080,心照,ㄒㄧㄣ　ㄓㄠˋ,xīn zhào,
404200081,心照不宣,ㄒㄧㄣ　ㄓㄠˋ　ㄅㄨˋ　ㄒㄩㄢ,xīn zhào bù xuān,
404200082,心戰,ㄒㄧㄣ　ㄓㄢˋ,xīn zhàn,
404200083,心證,ㄒㄧㄣ　ㄓㄥˋ,xīn zhèng,
4042000831,心馳神往,ㄒㄧㄣ　ㄔˊ　ㄕㄣˊ　ㄨㄤˇ,xīn chí shén wǎng,
404200084,心腸,ㄒㄧㄣ　ㄔㄤˊ,xīn cháng,
404200085,心事,ㄒㄧㄣ　ㄕˋ,xīn shì,
4042000851,心事重重,ㄒㄧㄣ　ㄕˋ　ㄔㄨㄥˊ　ㄔㄨㄥˊ,xīn shì chóng chóng,
404200087,心神,ㄒㄧㄣ　ㄕㄣˊ,xīn shén,
404200088,心神不寧,ㄒㄧㄣ　ㄕㄣˊ　ㄅㄨˋ　ㄋㄧㄥˊ,xīn shén bù níng,
4042000881,心上人,ㄒㄧㄣ　ㄕㄤˋ　ㄖㄣˊ,xīn shàng rén,
404200089,心聲,ㄒㄧㄣ　ㄕㄥ,xīn shēng,
4042000891,心術,ㄒㄧㄣ　ㄕㄨˋ,xīn shù,
4042000892,心如止水,ㄒㄧㄣ　ㄖㄨˊ　ㄓˇ　ㄕㄨㄟˇ,xīn rú zhǐ shuǐ,
404200090,心如死水,ㄒㄧㄣ　ㄖㄨˊ　ㄙˇ　ㄕㄨㄟˇ,xīn rú sǐ shuǐ,
404200091,心軟,ㄒㄧㄣ　ㄖㄨㄢˇ,xīn ruǎn,
404200092,心臟,ㄒㄧㄣ　ㄗㄤˋ,xīn zàng,
404200093,心臟病,ㄒㄧㄣ　ㄗㄤˋ　ㄅㄧㄥˋ,xīn zàng bìng,
4042000931,心臟節律器,ㄒㄧㄣ　ㄗㄤˋ　ㄐㄧㄝˊ　ㄌㄩˋ　ㄑㄧˋ,xīn zàng jié lǜ qì,
404200094,心醉,ㄒㄧㄣ　ㄗㄨㄟˋ,xīn zuì,
404200095,心思,(一)ㄒㄧㄣ　ㄙ,(一)xīn sī,(二)ㄒㄧㄣ　˙ㄙ　　xīn　si（4042000961）<br>
404200096,心死,ㄒㄧㄣ　ㄙˇ,xīn sǐ,
4042000961,心思,(二)ㄒㄧㄣ　˙ㄙ,(二)xīn si,(一)ㄒㄧㄣ　ㄙ　　xīn　sī（404200095）<br>
404200097,心碎,ㄒㄧㄣ　ㄙㄨㄟˋ,xīn suì,
404200098,心酸,ㄒㄧㄣ　ㄙㄨㄢ,xīn suān,
404200099,心算,ㄒㄧㄣ　ㄙㄨㄢˋ,xīn suàn,
404200100,心愛,ㄒㄧㄣ　ㄞˋ,xīn ài,
404200101,心安理得,ㄒㄧㄣ　ㄢ　ㄌㄧˇ　ㄉㄜˊ,xīn ān lǐ dé,
404200102,心儀,ㄒㄧㄣ　ㄧˊ,xīn yí,
404200103,心意,ㄒㄧㄣ　ㄧˋ,xīn yì,
4042001031,心有靈犀一點通,ㄒㄧㄣ　ㄧㄡˇ　ㄌㄧㄥˊ　ㄒㄧ　ㄧ　ㄉㄧㄢˇ　ㄊㄨㄥ　（變）ㄒㄧㄣ　ㄧㄡˇ　ㄌㄧㄥˊ　ㄒㄧ　ㄧˋ　ㄉㄧㄢˇ　ㄊㄨㄥ,xīn yǒu líng xī yī diǎn tōng　（變）xīn yǒu líng xī yì diǎn tōng,
404200104,心有餘悸,ㄒㄧㄣ　ㄧㄡˇ　ㄩˊ　ㄐㄧˋ,xīn yǒu yú jì,
404200105,心有餘而力不足,ㄒㄧㄣ　ㄧㄡˇ　ㄩˊ　ㄦˊ　ㄌㄧˋ　ㄅㄨˋ　ㄗㄨˊ,xīn yǒu yú ér lì bù zú,
404200106,心眼,ㄒㄧㄣ　ㄧㄢˇ,xīn yǎn,
4042001061,心眼兒,ㄒㄧㄣ　ㄧㄢˇㄦ　（變）ㄒㄧㄣ　ㄧㄚˇㄦ,xīn yǎnr　（變）xīn yǎr,
4042001062,心音圖,ㄒㄧㄣ　ㄧㄣ　ㄊㄨˊ,xīn yīn tú,
4042001063,心癢,ㄒㄧㄣ　ㄧㄤˇ,xīn yǎng,
404200107,心無旁騖,ㄒㄧㄣ　ㄨˊ　ㄆㄤˊ　ㄨˋ,xīn wú páng wù,
4042001071,心無二用,ㄒㄧㄣ　ㄨˊ　ㄦˋ　ㄩㄥˋ,xīn wú èr yòng,
404200108,心窩,ㄒㄧㄣ　ㄨㄛ,xīn wō,
404200109,心悅誠服,ㄒㄧㄣ　ㄩㄝˋ　ㄔㄥˊ　ㄈㄨˊ,xīn yuè chéng fú,
404200110,心猿意馬,ㄒㄧㄣ　ㄩㄢˊ　ㄧˋ　ㄇㄚˇ,xīn yuán yì mǎ,
404200111,心願,ㄒㄧㄣ　ㄩㄢˋ,xīn yuàn,
4043,芯,ㄒㄧㄣ,xīn,
4044,辛,ㄒㄧㄣ,xīn,
404400001,辛辣,ㄒㄧㄣ　ㄌㄚˋ,xīn là,
404400002,辛勞,ㄒㄧㄣ　ㄌㄠˊ,xīn láo,
404400003,辛苦,ㄒㄧㄣ　ㄎㄨˇ,xīn kǔ,
404400005,辛勤,ㄒㄧㄣ　ㄑㄧㄣˊ,xīn qín,
404400006,辛酸,ㄒㄧㄣ　ㄙㄨㄢ,xīn suān,
4045,莘,(二)（又音）ㄒㄧㄣ,(二)（又音）xīn,(一)ㄕㄣ　　shēn（5054）<br>
4046,鋅,ㄒㄧㄣ,xīn,
404600001,鋅版,ㄒㄧㄣ　ㄅㄢˇ,xīn bǎn,
4047,忻,ㄒㄧㄣ,xīn,
4048,欣,ㄒㄧㄣ,xīn,
404800002,欣喜,ㄒㄧㄣ　ㄒㄧˇ,xīn xǐ,
404800004,欣羨,ㄒㄧㄣ　ㄒㄧㄢˋ,xīn xiàn,
404800005,欣欣,ㄒㄧㄣ　ㄒㄧㄣ,xīn xīn,
404800007,欣賞,ㄒㄧㄣ　ㄕㄤˇ,xīn shǎng,
404800008,欣然,ㄒㄧㄣ　ㄖㄢˊ,xīn rán,
404800009,欣慰,ㄒㄧㄣ　ㄨㄟˋ,xīn wèi,
404800010,欣悅,ㄒㄧㄣ　ㄩㄝˋ,xīn yuè,
4049,新,ㄒㄧㄣ,xīn,
404900001,新版,ㄒㄧㄣ　ㄅㄢˇ,xīn bǎn,
404900002,新編,ㄒㄧㄣ　ㄅㄧㄢ,xīn biān,
404900003,新派,ㄒㄧㄣ　ㄆㄞˋ,xīn pài,
404900004,新瓶舊酒,ㄒㄧㄣ　ㄆㄧㄥˊ　ㄐㄧㄡˋ　ㄐㄧㄡˇ,xīn píng jiù jiǔ,
404900005,新貌,ㄒㄧㄣ　ㄇㄠˋ,xīn mào,
404900006,新法,ㄒㄧㄣ　ㄈㄚˇ,xīn fǎ,
404900007,新房,ㄒㄧㄣ　ㄈㄤˊ,xīn fáng,
4049000071,新大陸,ㄒㄧㄣ　ㄉㄚˋ　ㄌㄨˋ,xīn dà lù,
404900009,新年,ㄒㄧㄣ　ㄋㄧㄢˊ,xīn nián,
404900010,新娘,ㄒㄧㄣ　ㄋㄧㄤˊ,xīn niáng,
404900011,新郎,ㄒㄧㄣ　ㄌㄤˊ,xīn láng,
404900013,新綠,ㄒㄧㄣ　ㄌㄩˋ,xīn lǜ,
404900014,新貴,ㄒㄧㄣ　ㄍㄨㄟˋ,xīn guì,
404900015,新官上任三把火,ㄒㄧㄣ　ㄍㄨㄢ　ㄕㄤˋ　ㄖㄣˋ　ㄙㄢ　ㄅㄚˇ　ㄏㄨㄛˇ,xīn guān shàng rèn sān bǎ huǒ,
404900016,新款,ㄒㄧㄣ　ㄎㄨㄢˇ,xīn kuǎn,
404900017,新花樣,ㄒㄧㄣ　ㄏㄨㄚ　ㄧㄤˋ,xīn huā yàng,
404900018,新歡,ㄒㄧㄣ　ㄏㄨㄢ,xīn huān,
404900019,新婚,ㄒㄧㄣ　ㄏㄨㄣ,xīn hūn,
404900020,新婚燕爾,ㄒㄧㄣ　ㄏㄨㄣ　ㄧㄢˋ　ㄦˇ,xīn hūn yàn ěr,
404900023,新家,ㄒㄧㄣ　ㄐㄧㄚ,xīn jiā,
404900024,新解,ㄒㄧㄣ　ㄐㄧㄝˇ,xīn jiě,
404900025,新近,ㄒㄧㄣ　ㄐㄧㄣˋ,xīn jìn,
404900026,新進,ㄒㄧㄣ　ㄐㄧㄣˋ,xīn jìn,
404900028,新居,ㄒㄧㄣ　ㄐㄩ,xīn jū,
404900029,新奇,ㄒㄧㄣ　ㄑㄧˊ,xīn qí,
404900030,新氣象,ㄒㄧㄣ　ㄑㄧˋ　ㄒㄧㄤˋ,xīn qì xiàng,
404900031,新秀,ㄒㄧㄣ　ㄒㄧㄡˋ,xīn xiù,
404900032,新鮮,ㄒㄧㄣ　ㄒㄧㄢ,xīn xiān,
4049000320,新鮮人,ㄒㄧㄣ　ㄒㄧㄢ　ㄖㄣˊ,xīn xiān rén,
4049000321,新新人類,ㄒㄧㄣ　ㄒㄧㄣ　ㄖㄣˊ　ㄌㄟˋ,xīn xīn rén lèi,
404900033,新星,ㄒㄧㄣ　ㄒㄧㄥ,xīn xīng,
404900034,新型,ㄒㄧㄣ　ㄒㄧㄥˊ,xīn xíng,
404900035,新知,ㄒㄧㄣ　ㄓ,xīn zhī,
404900036,新制,ㄒㄧㄣ　ㄓˋ,xīn zhì,
404900037,新政,ㄒㄧㄣ　ㄓㄥˋ,xīn zhèng,
404900038,新潮,ㄒㄧㄣ　ㄔㄠˊ,xīn cháo,
404900039,新潮流,ㄒㄧㄣ　ㄔㄠˊ　ㄌㄧㄡˊ,xīn cháo liú,
404900040,新陳代謝,ㄒㄧㄣ　ㄔㄣˊ　ㄉㄞˋ　ㄒㄧㄝˋ,xīn chén dài xiè,
404900041,新春,ㄒㄧㄣ　ㄔㄨㄣ,xīn chūn,
404900042,新創,ㄒㄧㄣ　ㄔㄨㄤˋ,xīn chuàng,
404900043,新寵,ㄒㄧㄣ　ㄔㄨㄥˇ,xīn chǒng,
4049000431,新詩,ㄒㄧㄣ　ㄕ,xīn shī,
404900044,新式,ㄒㄧㄣ　ㄕˋ,xīn shì,
404900045,新手,ㄒㄧㄣ　ㄕㄡˇ,xīn shǒu,
404900046,新生,ㄒㄧㄣ　ㄕㄥ,xīn shēng,
404900048,新人,ㄒㄧㄣ　ㄖㄣˊ,xīn rén,
4049000481,新人類,ㄒㄧㄣ　ㄖㄣˊ　ㄌㄟˋ,xīn rén lèi,
404900049,新任,ㄒㄧㄣ　ㄖㄣˋ,xīn rèn,
404900050,新銳,ㄒㄧㄣ　ㄖㄨㄟˋ,xīn ruì,
404900051,新穎,ㄒㄧㄣ　ㄧㄥˇ,xīn yǐng,
404900052,新文化,ㄒㄧㄣ　ㄨㄣˊ　ㄏㄨㄚˋ,xīn wén huà,
404900053,新文藝,ㄒㄧㄣ　ㄨㄣˊ　ㄧˋ,xīn wén yì,
404900054,新聞,ㄒㄧㄣ　ㄨㄣˊ,xīn wén,
404900055,新聞人物,ㄒㄧㄣ　ㄨㄣˊ　ㄖㄣˊ　ㄨˋ,xīn wén rén wù,
4049000550,新聞自由,ㄒㄧㄣ　ㄨㄣˊ　ㄗˋ　ㄧㄡˊ,xīn wén zì yóu,
4049000551,新月,ㄒㄧㄣ　ㄩㄝˋ,xīn yuè,
4050,薪,ㄒㄧㄣ,xīn,
405000001,薪俸,ㄒㄧㄣ　ㄈㄥˋ,xīn fèng,
405000002,薪火相傳,ㄒㄧㄣ　ㄏㄨㄛˇ　ㄒㄧㄤ　ㄔㄨㄢˊ,xīn huǒ xiāng chuán,
405000003,薪給,ㄒㄧㄣ　ㄐㄧˇ,xīn jǐ,
405000004,薪津,ㄒㄧㄣ　ㄐㄧㄣ,xīn jīn,
405000005,薪餉,ㄒㄧㄣ　ㄒㄧㄤˇ,xīn xiǎng,
4050000051,薪酬,ㄒㄧㄣ　ㄔㄡˊ,xīn chóu,
405000006,薪傳,ㄒㄧㄣ　ㄔㄨㄢˊ,xīn chuán,
405000007,薪水,ㄒㄧㄣ　ㄕㄨㄟˇ,xīn shuǐ,
405000008,薪資,ㄒㄧㄣ　ㄗ,xīn zī,
4051,歆,ㄒㄧㄣ,xīn,
4052,馨,ㄒㄧㄣ,xīn,
405200001,馨香,ㄒㄧㄣ　ㄒㄧㄤ,xīn xiāng,
4053,鑫,ㄒㄧㄣ,xīn,
4054,囟,ㄒㄧㄣˋ,xìn,
4055,信,ㄒㄧㄣˋ,xìn,
405500001,信步,ㄒㄧㄣˋ　ㄅㄨˋ,xìn bù,
4055000011,信步而行,ㄒㄧㄣˋ　ㄅㄨˋ　ㄦˊ　ㄒㄧㄥˊ,xìn bù ér xíng,
405500002,信封,ㄒㄧㄣˋ　ㄈㄥ,xìn fēng,
405500003,信奉,ㄒㄧㄣˋ　ㄈㄥˋ,xìn fèng,
405500004,信服,ㄒㄧㄣˋ　ㄈㄨˊ,xìn fú,
405500005,信條,ㄒㄧㄣˋ　ㄊㄧㄠˊ,xìn tiáo,
405500006,信徒,ㄒㄧㄣˋ　ㄊㄨˊ,xìn tú,
405500007,信託,ㄒㄧㄣˋ　ㄊㄨㄛ,xìn tuō,
405500008,信念,ㄒㄧㄣˋ　ㄋㄧㄢˋ,xìn niàn,
405500009,信賴,ㄒㄧㄣˋ　ㄌㄞˋ,xìn lài,
405500010,信鴿,ㄒㄧㄣˋ　ㄍㄜ,xìn gē,
405500011,信口開河,ㄒㄧㄣˋ　ㄎㄡˇ　ㄎㄞ　ㄏㄜˊ,xìn kǒu kāi hé,
405500012,信口雌黃,ㄒㄧㄣˋ　ㄎㄡˇ　ㄘ　ㄏㄨㄤˊ,xìn kǒu cī huáng,
405500013,信號,ㄒㄧㄣˋ　ㄏㄠˋ,xìn hào,
405500014,信號彈,ㄒㄧㄣˋ　ㄏㄠˋ　ㄉㄢˋ,xìn hào dàn,
405500015,信函,ㄒㄧㄣˋ　ㄏㄢˊ,xìn hán,
405500016,信箋,ㄒㄧㄣˋ　ㄐㄧㄢ,xìn jiān,
405500017,信件,ㄒㄧㄣˋ　ㄐㄧㄢˋ,xìn jiàn,
405500018,信息,ㄒㄧㄣˋ　ㄒㄧˊ,xìn xí,
405500019,信心,ㄒㄧㄣˋ　ㄒㄧㄣ,xìn xīn,
405500020,信箱,ㄒㄧㄣˋ　ㄒㄧㄤ,xìn xiāng,
405500021,信紙,ㄒㄧㄣˋ　ㄓˇ,xìn zhǐ,
405500022,信札,ㄒㄧㄣˋ　ㄓㄚˊ,xìn zhá,
405500023,信差,ㄒㄧㄣˋ　ㄔㄞ,xìn chāi,
405500024,信實,ㄒㄧㄣˋ　ㄕˊ,xìn shí,
405500025,信誓旦旦,ㄒㄧㄣˋ　ㄕˋ　ㄉㄢˋ　ㄉㄢˋ,xìn shì dàn dàn,
405500026,信手拈來,ㄒㄧㄣˋ　ㄕㄡˇ　ㄋㄧㄢˊ　ㄌㄞˊ,xìn shǒu nián lái,
405500027,信守,ㄒㄧㄣˋ　ㄕㄡˇ,xìn shǒu,
405500028,信任,ㄒㄧㄣˋ　ㄖㄣˋ,xìn rèn,
